,date,type
1069,2020-01-08,holiday
1070,2020-01-11,holiday
1071,2020-01-12,holiday
1072,2020-01-18,holiday
1073,2020-01-19,holiday
1074,2020-01-25,holiday
1075,2020-01-26,holiday
1076,2020-02-01,holiday
1077,2020-02-02,holiday
1078,2020-02-08,holiday
1079,2020-02-09,holiday
1080,2020-02-15,holiday
1081,2020-02-16,holiday
1082,2020-02-22,holiday
1083,2020-02-23,holiday
1084,2020-02-24,holiday
1085,2020-02-29,holiday
1086,2020-03-01,holiday
1087,2020-03-07,holiday
1088,2020-03-08,holiday
1089,2020-03-09,holiday
1090,2020-03-14,holiday
1091,2020-03-15,holiday
1092,2020-03-21,holiday
1093,2020-03-22,holiday
1094,2020-03-28,holiday
1095,2020-03-29,holiday
1096,2020-04-04,holiday
1097,2020-04-05,holiday
1098,2020-04-11,holiday
1099,2020-04-12,holiday
1100,2020-04-18,holiday
1101,2020-04-19,holiday
1102,2020-04-25,holiday
1103,2020-04-26,holiday
1104,2020-05-01,holiday
1105,2020-05-02,holiday
1106,2020-05-03,holiday
1107,2020-05-04,holiday
1108,2020-05-05,holiday
1109,2020-05-09,holiday
1110,2020-05-10,holiday
1111,2020-05-11,holiday
1112,2020-05-16,holiday
1113,2020-05-17,holiday
1114,2020-05-23,holiday
1115,2020-05-24,holiday
1116,2020-05-30,holiday
1117,2020-05-31,holiday
1118,2020-06-06,holiday
1119,2020-06-07,holiday
1120,2020-06-12,holiday
1121,2020-06-13,holiday
1122,2020-06-14,holiday
1123,2020-06-20,holiday
1124,2020-06-21,holiday
1125,2020-06-27,holiday
1126,2020-06-28,holiday
1127,2020-07-01,holiday
1128,2020-07-04,holiday
1129,2020-07-05,holiday
1130,2020-07-11,holiday
1131,2020-07-12,holiday
1132,2020-07-18,holiday
1133,2020-07-19,holiday
1134,2020-07-25,holiday
1135,2020-07-26,holiday
1136,2020-08-01,holiday
1137,2020-08-02,holiday
1138,2020-08-08,holiday
1139,2020-08-09,holiday
1140,2020-08-15,holiday
1141,2020-08-16,holiday
1142,2020-08-22,holiday
1143,2020-08-23,holiday
1144,2020-08-29,holiday
1145,2020-08-30,holiday
1146,2020-09-05,holiday
1147,2020-09-06,holiday
1148,2020-09-12,holiday
1149,2020-09-13,holiday
1150,2020-09-19,holiday
1151,2020-09-20,holiday
1152,2020-09-26,holiday
1153,2020-09-27,holiday
1154,2020-10-03,holiday
1155,2020-10-04,holiday
1156,2020-10-10,holiday
1157,2020-10-11,holiday
1158,2020-10-17,holiday
1159,2020-10-18,holiday
1160,2020-10-24,holiday
1161,2020-10-25,holiday
1162,2020-10-31,holiday
1163,2020-11-01,holiday
1164,2020-11-04,holiday
1165,2020-11-07,holiday
1166,2020-11-08,holiday
1167,2020-11-14,holiday
1168,2020-11-15,holiday
1169,2020-11-21,holiday
1170,2020-11-22,holiday
1171,2020-11-28,holiday
1172,2020-11-29,holiday
1173,2020-12-05,holiday
1174,2020-12-06,holiday
1175,2020-12-12,holiday
1176,2020-12-13,holiday
1177,2020-12-19,holiday
1178,2020-12-20,holiday
1179,2020-12-26,holiday
1180,2020-12-27,holiday
1181,2021-01-01,holiday
1182,2021-01-02,holiday
1183,2021-01-03,holiday
1184,2021-01-04,holiday
1185,2021-01-05,holiday
1186,2021-01-06,holiday
1187,2021-01-07,holiday
1188,2021-01-08,holiday
1189,2021-01-09,holiday
1190,2021-01-10,holiday
1191,2021-01-16,holiday
1192,2021-01-17,holiday
1193,2021-01-23,holiday
1194,2021-01-24,holiday
1195,2021-01-30,holiday
1196,2021-01-31,holiday
1197,2021-02-06,holiday
1198,2021-02-07,holiday
1199,2021-02-13,holiday
1200,2021-02-14,holiday
1201,2021-02-21,holiday
1202,2021-02-22,holiday
1203,2021-02-23,holiday
1204,2021-02-27,holiday
1205,2021-02-28,holiday
1206,2021-03-06,holiday
1207,2021-03-07,holiday
1208,2021-03-08,holiday
1209,2021-03-13,holiday
1210,2021-03-14,holiday
1211,2021-03-20,holiday
1212,2021-03-21,holiday
1213,2021-03-27,holiday
1214,2021-03-28,holiday
1215,2021-04-03,holiday
1216,2021-04-04,holiday
1217,2021-04-10,holiday
1218,2021-04-11,holiday
1219,2021-04-17,holiday
1220,2021-04-18,holiday
1221,2021-04-24,holiday
1222,2021-04-25,holiday
1223,2021-05-01,holiday
1224,2021-05-02,holiday
1225,2021-05-03,holiday
1226,2021-05-08,holiday
1227,2021-05-09,holiday
1228,2021-05-10,holiday
1229,2021-05-15,holiday
1230,2021-05-16,holiday
1231,2021-05-22,holiday
1232,2021-05-23,holiday
1233,2021-05-29,holiday
1234,2021-05-30,holiday
1235,2021-06-05,holiday
1236,2021-06-06,holiday
1237,2021-06-12,holiday
1238,2021-06-13,holiday
1239,2021-06-14,holiday
1240,2021-06-19,holiday
1241,2021-06-20,holiday
1242,2021-06-26,holiday
1243,2021-06-27,holiday
1244,2021-07-03,holiday
1245,2021-07-04,holiday
1246,2021-07-10,holiday
1247,2021-07-11,holiday
1248,2021-07-17,holiday
1249,2021-07-18,holiday
1250,2021-07-24,holiday
1251,2021-07-25,holiday
1252,2021-07-31,holiday
1253,2021-08-01,holiday
1254,2021-08-07,holiday
1255,2021-08-08,holiday
1256,2021-08-14,holiday
1257,2021-08-15,holiday
1258,2021-08-21,holiday
1259,2021-08-22,holiday
1260,2021-08-28,holiday
1261,2021-08-29,holiday
1262,2021-09-04,holiday
1263,2021-09-05,holiday
1264,2021-09-11,holiday
1265,2021-09-12,holiday
1266,2021-09-18,holiday
1267,2021-09-19,holiday
1268,2021-09-25,holiday
1269,2021-09-26,holiday
1270,2021-10-02,holiday
1271,2021-10-03,holiday
1272,2021-10-09,holiday
1273,2021-10-10,holiday
1274,2021-10-16,holiday
1275,2021-10-17,holiday
1276,2021-10-23,holiday
1277,2021-10-24,holiday
1278,2021-10-30,holiday
1279,2021-10-31,holiday
1280,2021-11-04,holiday
1281,2021-11-05,holiday
1282,2021-11-06,holiday
1283,2021-11-07,holiday
1284,2021-11-13,holiday
1285,2021-11-14,holiday
1286,2021-11-20,holiday
1287,2021-11-21,holiday
1288,2021-11-27,holiday
1289,2021-11-28,holiday
1290,2021-12-04,holiday
1291,2021-12-05,holiday
1292,2021-12-11,holiday
1293,2021-12-12,holiday
1294,2021-12-18,holiday
1295,2021-12-19,holiday
1296,2021-12-25,holiday
1297,2021-12-26,holiday
1298,2021-12-31,holiday
1299,2022-01-01,holiday
1300,2022-01-02,holiday
1301,2022-01-03,holiday
1302,2022-01-04,holiday
1303,2022-01-05,holiday
1304,2022-01-06,holiday
1305,2022-01-07,holiday
1306,2022-01-08,holiday
1307,2022-01-09,holiday
1308,2022-01-15,holiday
1309,2022-01-16,holiday
1310,2022-01-22,holiday
1311,2022-01-23,holiday
1312,2022-01-29,holiday
1313,2022-01-30,holiday
1314,2022-02-05,holiday
1315,2022-02-06,holiday
1316,2022-02-12,holiday
1317,2022-02-13,holiday
1318,2022-02-19,holiday
1319,2022-02-20,holiday
1320,2022-02-23,holiday
1321,2022-02-26,holiday
1322,2022-02-27,holiday
1323,2022-03-06,holiday
1324,2022-03-07,holiday
1325,2022-03-08,holiday
1326,2022-03-12,holiday
1327,2022-03-13,holiday
1328,2022-03-19,holiday
1329,2022-03-20,holiday
1330,2022-03-26,holiday
1331,2022-03-27,holiday
1332,2022-04-02,holiday
1333,2022-04-03,holiday
1334,2022-04-09,holiday
1335,2022-04-10,holiday
1336,2022-04-16,holiday
1337,2022-04-17,holiday
1338,2022-04-23,holiday
1339,2022-04-24,holiday
1340,2022-04-30,holiday
1341,2022-05-01,holiday
1342,2022-05-02,holiday
1343,2022-05-03,holiday
1344,2022-05-07,holiday
1345,2022-05-08,holiday
1346,2022-05-09,holiday
1347,2022-05-10,holiday
1348,2022-05-14,holiday
1349,2022-05-15,holiday
1350,2022-05-21,holiday
1351,2022-05-22,holiday
1352,2022-05-28,holiday
1353,2022-05-29,holiday
1354,2022-06-04,holiday
1355,2022-06-05,holiday
1356,2022-06-11,holiday
1357,2022-06-12,holiday
1358,2022-06-13,holiday
1359,2022-06-18,holiday
1360,2022-06-19,holiday
1361,2022-06-25,holiday
1362,2022-06-26,holiday
1363,2022-07-02,holiday
1364,2022-07-03,holiday
1365,2022-07-09,holiday
1366,2022-07-10,holiday
1367,2022-07-16,holiday
1368,2022-07-17,holiday
1369,2022-07-23,holiday
1370,2022-07-24,holiday
1371,2022-07-30,holiday
1372,2022-07-31,holiday
1373,2022-08-06,holiday
1374,2022-08-07,holiday
1375,2022-08-13,holiday
1376,2022-08-14,holiday
1377,2022-08-20,holiday
1378,2022-08-21,holiday
1379,2022-08-27,holiday
1380,2022-08-28,holiday
1381,2022-09-03,holiday
1382,2022-09-04,holiday
1383,2022-09-10,holiday
1384,2022-09-11,holiday
1385,2022-09-17,holiday
1386,2022-09-18,holiday
1387,2022-09-24,holiday
1388,2022-09-25,holiday
1389,2022-10-01,holiday
1390,2022-10-02,holiday
1391,2022-10-08,holiday
1392,2022-10-09,holiday
1393,2022-10-15,holiday
1394,2022-10-16,holiday
1395,2022-10-22,holiday
1396,2022-10-23,holiday
1397,2022-10-29,holiday
1398,2022-10-30,holiday
1399,2022-11-04,holiday
1400,2022-11-05,holiday
1401,2022-11-06,holiday
1402,2022-11-12,holiday
1403,2022-11-13,holiday
1404,2022-11-19,holiday
1405,2022-11-20,holiday
1406,2022-11-26,holiday
1407,2022-11-27,holiday
1408,2022-12-03,holiday
1409,2022-12-04,holiday
1410,2022-12-10,holiday
1411,2022-12-11,holiday
1412,2022-12-17,holiday
1413,2022-12-18,holiday
1414,2022-12-24,holiday
1415,2022-12-25,holiday
1416,2022-12-31,holiday
1417,2023-01-01,holiday
1418,2023-01-02,holiday
1419,2023-01-03,holiday
1420,2023-01-04,holiday
1421,2023-01-05,holiday
1422,2023-01-06,holiday
1423,2023-01-07,holiday
1424,2023-01-08,holiday
1425,2023-01-14,holiday
1426,2023-01-15,holiday
1427,2023-01-21,holiday
1428,2023-01-22,holiday
1429,2023-01-28,holiday
1430,2023-01-29,holiday
1431,2023-02-04,holiday
1432,2023-02-05,holiday
1433,2023-02-11,holiday
1434,2023-02-12,holiday
1435,2023-02-18,holiday
1436,2023-02-19,holiday
1437,2023-02-23,holiday
1438,2023-02-24,holiday
1439,2023-02-25,holiday
1440,2023-02-26,holiday
1441,2023-03-04,holiday
1442,2023-03-05,holiday
1443,2023-03-08,holiday
1444,2023-03-11,holiday
1445,2023-03-12,holiday
1446,2023-03-18,holiday
1447,2023-03-19,holiday
1448,2023-03-25,holiday
1449,2023-03-26,holiday
1450,2023-04-01,holiday
1451,2023-04-02,holiday
1452,2023-04-08,holiday
1453,2023-04-09,holiday
1454,2023-04-15,holiday
1455,2023-04-16,holiday
1456,2023-04-22,holiday
1457,2023-04-23,holiday
1458,2023-04-29,holiday
1459,2023-04-30,holiday
1460,2023-05-01,holiday
1461,2023-05-06,holiday
1462,2023-05-07,holiday
1463,2023-05-08,holiday
1464,2023-05-09,holiday
1465,2023-05-13,holiday
1466,2023-05-14,holiday
1467,2023-05-20,holiday
1468,2023-05-21,holiday
1469,2023-05-27,holiday
1470,2023-05-28,holiday
1471,2023-06-03,holiday
1472,2023-06-04,holiday
1473,2023-06-10,holiday
1474,2023-06-11,holiday
1475,2023-06-12,holiday
1476,2023-06-17,holiday
1477,2023-06-18,holiday
1478,2023-06-24,holiday
1479,2023-06-25,holiday
1480,2023-07-01,holiday
1481,2023-07-02,holiday
1482,2023-07-08,holiday
1483,2023-07-09,holiday
1484,2023-07-15,holiday
1485,2023-07-16,holiday
1486,2023-07-22,holiday
1487,2023-07-23,holiday
1488,2023-07-29,holiday
1489,2023-07-30,holiday
1490,2023-08-05,holiday
1491,2023-08-06,holiday
1492,2023-08-12,holiday
1493,2023-08-13,holiday
1494,2023-08-19,holiday
1495,2023-08-20,holiday
1496,2023-08-26,holiday
1497,2023-08-27,holiday
1498,2023-09-02,holiday
1499,2023-09-03,holiday
1500,2023-09-09,holiday
1501,2023-09-10,holiday
1502,2023-09-16,holiday
1503,2023-09-17,holiday
1504,2023-09-23,holiday
1505,2023-09-24,holiday
1506,2023-09-30,holiday
1507,2023-10-01,holiday
1508,2023-10-07,holiday
1509,2023-10-08,holiday
1510,2023-10-14,holiday
1511,2023-10-15,holiday
1512,2023-10-21,holiday
1513,2023-10-22,holiday
1514,2023-10-28,holiday
1515,2023-10-29,holiday
1516,2023-11-04,holiday
1517,2023-11-05,holiday
1518,2023-11-06,holiday
1519,2023-11-11,holiday
1520,2023-11-12,holiday
1521,2023-11-18,holiday
1522,2023-11-19,holiday
1523,2023-11-25,holiday
1524,2023-11-26,holiday
1525,2023-12-02,holiday
1526,2023-12-03,holiday
1527,2023-12-09,holiday
1528,2023-12-10,holiday
1529,2023-12-16,holiday
1530,2023-12-17,holiday
1531,2023-12-23,holiday
1532,2023-12-24,holiday
1533,2023-12-30,holiday
1534,2023-12-31,holiday
1535,2024-01-01,holiday
1536,2024-01-02,holiday
1537,2024-01-03,holiday
1538,2024-01-04,holiday
1539,2024-01-05,holiday
1540,2024-01-06,holiday
1541,2024-01-07,holiday
1542,2024-01-08,holiday
1543,2024-01-13,holiday
1544,2024-01-14,holiday
1545,2024-01-20,holiday
1546,2024-01-21,holiday
1547,2024-01-27,holiday
1548,2024-01-28,holiday
1549,2024-02-03,holiday
1550,2024-02-04,holiday
1551,2024-02-10,holiday
1552,2024-02-11,holiday
1553,2024-02-17,holiday
1554,2024-02-18,holiday
1555,2024-02-23,holiday
1556,2024-02-24,holiday
1557,2024-02-25,holiday
1558,2024-03-02,holiday
1559,2024-03-03,holiday
1560,2024-03-08,holiday
1561,2024-03-09,holiday
1562,2024-03-10,holiday
1563,2024-03-16,holiday
1564,2024-03-17,holiday
1565,2024-03-23,holiday
1566,2024-03-24,holiday
1567,2024-03-30,holiday
1568,2024-03-31,holiday
1569,2024-04-06,holiday
1570,2024-04-07,holiday
1571,2024-04-13,holiday
1572,2024-04-14,holiday
1573,2024-04-20,holiday
1574,2024-04-21,holiday
1575,2024-04-28,holiday
1576,2024-04-29,holiday
1577,2024-04-30,holiday
1578,2024-05-01,holiday
1579,2024-05-04,holiday
1580,2024-05-05,holiday
1581,2024-05-09,holiday
1582,2024-05-10,holiday
1583,2024-05-11,holiday
1584,2024-05-12,holiday
1585,2024-05-18,holiday
1586,2024-05-19,holiday
1587,2024-05-25,holiday
1588,2024-05-26,holiday
1589,2024-06-01,holiday
1590,2024-06-02,holiday
1591,2024-06-08,holiday
1592,2024-06-09,holiday
1593,2024-06-12,holiday
1594,2024-06-15,holiday
1595,2024-06-16,holiday
1596,2024-06-22,holiday
1597,2024-06-23,holiday
1598,2024-06-29,holiday
1599,2024-06-30,holiday
1600,2024-07-06,holiday
1601,2024-07-07,holiday
1602,2024-07-13,holiday
1603,2024-07-14,holiday
1604,2024-07-20,holiday
1605,2024-07-21,holiday
1606,2024-07-27,holiday
1607,2024-07-28,holiday
1608,2024-08-03,holiday
1609,2024-08-04,holiday
1610,2024-08-10,holiday
1611,2024-08-11,holiday
1612,2024-08-17,holiday
1613,2024-08-18,holiday
1614,2024-08-24,holiday
1615,2024-08-25,holiday
1616,2024-08-31,holiday
1617,2024-09-01,holiday
1618,2024-09-07,holiday
1619,2024-09-08,holiday
1620,2024-09-14,holiday
1621,2024-09-15,holiday
1622,2024-09-21,holiday
1623,2024-09-22,holiday
1624,2024-09-28,holiday
1625,2024-09-29,holiday
1626,2024-10-05,holiday
1627,2024-10-06,holiday
1628,2024-10-12,holiday
1629,2024-10-13,holiday
1630,2024-10-19,holiday
1631,2024-10-20,holiday
1632,2024-10-26,holiday
1633,2024-10-27,holiday
1634,2024-11-03,holiday
1635,2024-11-04,holiday
1636,2024-11-09,holiday
1637,2024-11-10,holiday
1638,2024-11-16,holiday
1639,2024-11-17,holiday
1640,2024-11-23,holiday
1641,2024-11-24,holiday
1642,2024-11-30,holiday
1643,2024-12-01,holiday
1644,2024-12-07,holiday
1645,2024-12-08,holiday
1646,2024-12-14,holiday
1647,2024-12-15,holiday
1648,2024-12-21,holiday
1649,2024-12-22,holiday
1650,2024-12-29,holiday
1651,2024-12-30,holiday
1652,2024-12-31,holiday
0,2011-02-22,preholiday
1,2011-03-05,preholiday
2,2011-11-03,preholiday
3,2012-02-22,preholiday
4,2012-03-07,preholiday
5,2012-04-28,preholiday
6,2012-05-12,preholiday
7,2012-06-09,preholiday
8,2012-12-29,preholiday
9,2013-02-22,preholiday
10,2013-03-07,preholiday
11,2013-04-30,preholiday
12,2013-05-08,preholiday
13,2013-06-11,preholiday
14,2013-12-31,preholiday
15,2014-02-24,preholiday
16,2014-03-07,preholiday
17,2014-04-30,preholiday
18,2014-05-08,preholiday
19,2014-06-11,preholiday
20,2014-12-31,preholiday
21,2015-04-30,preholiday
22,2015-05-08,preholiday
23,2015-06-11,preholiday
24,2015-11-03,preholiday
25,2015-12-31,preholiday
26,2016-02-20,preholiday
27,2016-11-03,preholiday
28,2017-02-22,preholiday
29,2017-03-07,preholiday
30,2017-11-03,preholiday
31,2018-02-22,preholiday
32,2018-03-07,preholiday
33,2018-04-28,preholiday
34,2018-05-08,preholiday
35,2018-06-09,preholiday
36,2018-12-29,preholiday
37,2019-02-22,preholiday
38,2019-03-07,preholiday
39,2019-04-30,preholiday
40,2019-05-08,preholiday
41,2019-06-11,preholiday
42,2019-12-31,preholiday
43,2020-06-11,preholiday
44,2020-11-03,preholiday
45,2020-12-31,preholiday
46,2021-02-20,preholiday
47,2021-04-30,preholiday
48,2021-06-11,preholiday
49,2021-11-03,preholiday
50,2022-02-22,preholiday
51,2022-03-05,preholiday
52,2022-11-03,preholiday
53,2023-02-22,preholiday
54,2023-03-07,preholiday
55,2023-11-03,preholiday
56,2024-02-22,preholiday
57,2024-03-07,preholiday
58,2024-05-08,preholiday
59,2024-06-11,preholiday
60,2024-11-02,preholiday
0,2020-03-30,nowork
1,2020-03-31,nowork
2,2020-04-01,nowork
3,2020-04-02,nowork
4,2020-04-03,nowork
5,2020-04-06,nowork
6,2020-04-07,nowork
7,2020-04-08,nowork
8,2020-04-09,nowork
9,2020-04-10,nowork
10,2020-04-13,nowork
11,2020-04-14,nowork
12,2020-04-15,nowork
13,2020-04-16,nowork
14,2020-04-17,nowork
15,2020-04-20,nowork
16,2020-04-21,nowork
17,2020-04-22,nowork
18,2020-04-23,nowork
19,2020-04-24,nowork
20,2020-04-27,nowork
21,2020-04-28,nowork
22,2020-04-29,nowork
23,2020-04-30,nowork
24,2020-05-06,nowork
25,2020-05-07,nowork
26,2020-05-08,nowork
27,2020-06-24,nowork
28,2021-05-04,nowork
29,2021-05-05,nowork
30,2021-05-06,nowork
31,2021-05-07,nowork
32,2021-11-01,nowork
33,2021-11-02,nowork
34,2021-11-03,nowork
